id;db;Marca temporal;Correo electrónico;Nombre de la empresa;Dirección de la empresa;Teléfono de contacto;Por favor indique el número de colaboradores que tiene su empresa o comercio;¿En su empresa o comercio cuentan con colaboradoras mujeres?;Por favor indique el número de mujeres que trabajan en su empresa o comercio;Porcentaje mujeres;De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?;% mujeres en la distribución;De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?;% mujeres vinculadas;Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:;¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?;Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:;De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:;Productos principales;¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?;¿Con cuántos espacios de bodega cuenta?;¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?;Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:;Por favor, indique la altura en metros de la bodega que sirve a su comercio:;¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?;¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?;Por favor, indique el tipo de bodega con la que cuenta:;Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:;¿Cuántas veces por semana abastece su establecimiento?;Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:;Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:;"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?";"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?";¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?;¿Qué medio realiza para el envío de sus artículos a domicilio?;¿Cuántos domicilios realiza a diario su establecimiento?;¿Qué medio realiza para el envío de sus ventas por internet?;¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?;Ir al fin de la encuesta.;De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:;¿El origen de la mercancía que transporta es el Valle de Aburrá?;Por favor, indique el municipio:;Por favor, indique cuántas entregas hace en el centro de Medellín al día:;Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:;¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?;Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:;Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante];¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?;¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?;¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?;¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?;¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?;¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?;"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?";¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?;¿Qué actividades se realizan?;¿Cuántas veces por semana se realizan actividades para promover la actividad física?;¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?
30;dt;29/07/2022 11:25;No aplica;Coco Pink Store ;Kr 54 46 71 local 151A;3148844132;3;Sí;1;33%;0;0%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Venta de productos de belleza;Cosméticos y productos de belleza;No;;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00;"En carreta ""zorrilla""";5;2;Ninguno;Motocicleta;2;Motocicleta, Van;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
31;dt;29/07/2022 11:20;Comprasetereo@gmail.com;Inversiones etereo;Cl 54 46 51;3185157660;23;Sí;23;100%;0;0%;23;100%;Madres cabeza de familia;Sí;Venta al detalle;Elementos misceláneos;Artículos para el hogar;No;;;;;;;;Lunes, Martes, Miércoles, Jueves;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00;"En camión, se descarga internamente, En motocicleta, En carreta ""zorrilla"",En vehículo particular";5;3;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
32;dt;29/07/2022 11:04;Wilson-el@hotmail.com;Distribuidora Sara;Cl 48 53 84 local 115;3137956815;3;Sí;2;67%;0;0%;0;0%;Madres cabeza de familia;No;Venta al detalle;Textiles;Moda y textiles;Externo, alquilado;1;2;15;2;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En carreta ""zorrilla""";1;1;Carretilla;Transportadoras ;1;Motocicleta, Transportadoras ;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
33;dt;29/07/2022 10:26;elmundodelauracentro@gmail.comm;El mundo de laura;Kr 54 48 53;5112445;28;Sí;25;89%;0;0%;25;100%;Madres cabeza de familia;Sí;Proveedor;Elementos misceláneos;Artículos para el hogar;Interno;1;1;100;5;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En camión, se descarga internamente;5;2;Carretilla;Motocicleta, Mensajeria contratada;30;Motocicleta, Mensajería contratada;30;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
34;dt;29/07/2022 10:23;almacenmongir@hotmail.com;Mongir Almacén ;Calle 46 52 26;5116746;10;Sí;5;50%;0;0%;5;100%;Madres cabeza de familia, Migrantes, Víctimas del conflicto armado;Sí;Proveedor;Confección y moda;Moda y textiles;Interno;2;2;110;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En carreta ""zorrilla""";4;1;Carretilla;Motocicleta;2;Motocicleta;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
35;dt;29/07/2022 10:06;labellezaypeluquero@gmail.com;Estación de la belleza ;Calle 50 51 06;5114546;12;Sí;11;92%;0;0%;11;100%;Madres cabeza de familia, Víctimas del conflicto armado;No;Venta al detalle;Perfumería;Cosméticos y productos de belleza;Interno;1;2;20;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía, En motocicleta, En carreta ""zorrilla""";1;1;Rampa fija;Motocicleta;3;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
36;dt;29/07/2022 10:03;Corporativo@creafam.coop;Creafam;Kr 55 48 12;2315009;20;Sí;15;75%;0;0%;15;100%;Madres cabeza de familia;No;Proveedor;Servicio bancarios;Servicios financieros;No;;;;;;;;Lunes;1 vez por semana;08:00 a 09:00;"En carreta ""zorrilla""";5;5;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
37;dt;29/07/2022 10:00;No aplica ;Gorras curazao y sombreros ;Carrera 51 45 53;3106245263;7;Sí;4;57%;0;0%;4;100%;Madres cabeza de familia;No;Proveedor;Sombreros;Moda y textiles;Interno;2;1;150;5;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;2;06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;En vehículo particular;4;1;Ninguno;Motocicleta;2;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
38;dt;29/07/2022 9:55;No aplica ;DyG moda y estilo;Carrera 53 49 68,;No Plica;5;Sí;5;100%;0;0%;5;100%;Madres cabeza de familia;No;Proveedor;Ropa deportivo ;Moda y textiles;Interno;3;3;150;6;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00;En camión, sobre la vía;1;1;Ninguno;Motocicleta;5;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
39;dt;29/07/2022 9:45;Logisticamedellin@envientregas.com;Envientregas;Cl 48 54 48;4638963;10;Sí;2;20%;0;0%;2;100%;Ninguna de las anteriores;No;Proveedor;Mensajería y envio;Mensajería;Interno;1;1;60;4;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;"En camión, se descarga internamente, En motocicleta, En carreta ""zorrilla""";5;5;Carretilla;"Motocicleta, Furgón, Carreta ""zorrilla""";15;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
40;dt;28/07/2022 15:37;sumiinsumosventas@gmail.com;Papelería SUMI;Cl 46 54 54;3148901814;7;Sí;4;57%;0;0%;4;100%;Madres cabeza de familia;Sí;Venta al detalle;Papelería;Papelería;Externo, alquilado;1;2;230;3;No;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;5;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00;"En carreta ""zorrilla"",En vehículo particular";1;3;Carretilla;Vehículo particular;1;No se realizan ventas por internet;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
41;dt;28/07/2022 15:36;papeleriaelrio@gmail.com;Distribuciones el río s.a.s;Cl 46 54 20 piso 4;3224095;48;Sí;15;31%;2;13%;15;100%;Madres cabeza de familia;No;Proveedor;Elementos misceláneos, Papelería y oficina;Papelería;Interno;1;4;600;4;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;1 vez por semana;08:00 a 09:00;"En carreta ""zorrilla""";5;2;Carretilla, Elevador;Motocicleta, Furgón;30;"Motocicleta, Carreta ""zorrilla""";30;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
42;dt;28/07/2022 15:01;info@rioto.Com.co ;Rioto Colombia;Cl 46 54 33 ;3204580141;4;Sí;3;75%;0;0%;3;100%;Madres cabeza de familia, Víctimas del conflicto armado;No;Proveedor;Ferretería, Elementos misceláneos;Ferretería;Externo, compartido con otros comercios;1;12;20;8;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;En camión, sobre la vía;5;3;Carretilla;Vehículo particular;2;Vehículo particular;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
43;dt;28/07/2022 14:55;No aplica;Expresión perfume;Carrera 54 45a38;No aplica;2;Sí;2;100%;0;0%;2;100%;Ninguna de las anteriores;No;Proveedor;Lociones ;Cosméticos y productos de belleza;No;;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En vehículo particular;5;3;Ninguno ;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
44;dt;28/07/2022 14:50;elbazardelavariedad77@outlook.com;El bazar de la variedad;Cl 46 54 33 local 206;3123977622;7;Sí;6;86%;0;0%;6;100%;Madres cabeza de familia, Migrantes;Sí;Proveedor;Piñateria;Juguetería y elementos deportivos;Interno;1;2;120;4;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;1 vez por semana;10:00 a 11:00;En camión, se descarga internamente;5;3;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
45;dt;28/07/2022 14:49;No aplica ;Mayoristas la 54;Carrera 54 45 24;2513304;4;Sí;1;25%;0;0%;1;100%;Madres cabeza de familia;No;Proveedor;Ropa;Moda y textiles;Interno;2;2;110;4;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En motocicleta,En vehículo particular;5;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
46;dt;28/07/2022 14:48;alexcanasto@hotmail.com;Distribuidora el panamazo;Cl 46 54 25;3226114171;7;Sí;5;71%;0;0%;5;100%;Madres cabeza de familia;Sí;Proveedor;Papelería;Papelería;Externo, alquilado;1;4;20;4;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;5;3;Carretilla, Elevador;Motocicleta;3;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
47;dt;28/07/2022 14:43;No aplica;Paulis make up;Carrera 54 45 68;3246116615;4;Sí;3;75%;0;0%;3;100%;Ninguna de las anteriores;Sí;Proveedor;Venta de productos de belleza;Cosméticos y productos de belleza;Interno;2;2;150;6;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00;"En carreta ""zorrilla""";4;4;Carretilla;"Carreta ""zorrilla""";3;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
48;dt;28/07/2022 14:35;rtanto903@gmail.com;Premiertecnology;Kr 50 52 154;3015053862;8;Sí;2;25%;0;0%;2;100%;Madres cabeza de familia;Sí;Proveedor;Accesorios de tecnología ;Electrónica;No;;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En camión, sobre la vía, En camión, en vías aledañas, En carreta ""zorrilla""";4;1;Carretilla;Motocicleta;3;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
49;dt;28/07/2022 14:33;Mateo.cardona@aldialogistica.com;Al día logística ;Kr 55 45 17;4441505;4;No;;0%;;;;;;;Proveedor;Logística de operaciones ;Mensajería;Interno;1;1;200;10;No;Caldas;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""";5;1;Carretilla, Elevador;Van, Furgón;32;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
50;dt;28/07/2022 14:27;No aplica;Papelería y algo más la libertad;Kr 50 52 146;5116623;2;Sí;1;50%;0;0%;0;0%;Madres cabeza de familia;No;Venta al detalle;Elementos misceláneos, Papelería;Papelería;Externo, alquilado;1;-1;9;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;2;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En motocicleta, En carreta ""zorrilla""";2;2;No aplica;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
51;dt;28/07/2022 14:26;distribuidoraelpaisita1@gmail.com;Distribuidora el paisita ;Kr 55 45a 10;5407079;27;Sí;10;37%;0;0%;10;100%;Madres cabeza de familia, Víctimas del conflicto armado;No;Proveedor;Aseo personal,bebes, miscelánea ;Cosméticos y productos de belleza;Externo, alquilado;1;1;300;4;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;6 o más;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En camión, se descarga internamente;2;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
52;dt;28/07/2022 14:25;No aplica;Deco house;Carrera 53 47 13;3222638298;4;Sí;3;75%;0;0%;3;100%;Madres cabeza de familia;Sí;Proveedor;Elementos misceláneos;Artículos para el hogar;Interno;1;2;20;4;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes;5;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00;En camión, sobre el andén;1;1;Ninguno;Van;8;Van;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
53;dt;28/07/2022 14:24;batrimedellin@gmail.com;Tekno go;Cra 50 #52 -126;3176863585;2;No;;0%;;;;;;;Venta al detalle;Venta de productos de belleza, Accesorios para celular;Cosméticos y productos de belleza;Interno;1;1;24;3;Sí;Medellín;Almacenamiento de inventarios;Martes, Viernes;1 vez por semana;08:00 a 09:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""";5;5;Carretilla;"Carreta ""zorrilla""";1;Motocicleta;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
54;dt;28/07/2022 14:17;Boomsmartphone@gmail.com;Boon smartphone ;Kr 59 52 100;3126241056;12;Sí;7;58%;0;0%;0;0%;Madres cabeza de familia, Migrantes;No;Venta al detalle;Tecnología ;Electrónica;Externo, alquilado;1;3;16;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00;"En carreta ""zorrilla""";2;2;Carretilla;Motocicleta, Transportadoras ;10;Motocicleta, Transportadoras ;10;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
55;dt;28/07/2022 14:10;Alejandrohoyos87@gmail.com;Aleko comercializadora;Kr 55 46 65 local 131;3005544704;11;Sí;4;36%;0;0%;0;0%;Ninguna de las anteriores;No;Proveedor;Ferretería, Cigarrería, Cacharro;Ferretería;Externo, alquilado;1;2;360;6;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;2;05:00 a 06:00, 06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00;En camión, se descarga internamente;5;1;Carretilla;Motocicleta;10;Motocicleta;4;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
56;dt;28/07/2022 14:07;No aplica ;Brasas hollywood ;Carrera 52 46 68;5115983;6;Sí;3;50%;0;0%;3;100%;Madres cabeza de familia;No;Venta al detalle;Restaurante ;Restauración;No;;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En motocicleta;5;2;Ninguno ;Caminata;8;Motocicleta;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
57;dt;28/07/2022 14:07;no aplica;Comercializadora y distribuidora H&R SAS;Kr 55 46 64 local 119;3186442694;2;Sí;1;50%;0;0%;1;100%;Ninguna de las anteriores;No;Venta al detalle;Textiles;Moda y textiles;Externo, alquilado;1;2;10;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00;En camión, sobre la vía, En motocicleta,En vehículo particular;3;1;Ninguno;Caminata, Motocicleta, Vehículo particular, Van;1;Caminata, Motocicleta, Vehículo particular, Van;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
58;dt;28/07/2022 13:56;No aplica ;Siuexpress ;Carrera 52 45 92;3145354780;3;Sí;1;33%;0;0%;1;100%;Ninguna de las anteriores;Sí;Proveedor;Tecnología ;Electrónica;No;;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes;3;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;"En carreta ""zorrilla""";4;1;Carretilla;Motocicleta;2;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
59;dt;28/07/2022 13:51;celustarsantamarta@hotmail.com;Celustarfem;Calle 53 49 -136;3002694221;7;Sí;4;57%;0;0%;4;100%;Ninguna de las anteriores;Sí;Venta al detalle;Accesorios para celular ;Electrónica;No;;;;;;;;Lunes;La periodicidad es quincenal;09:00 a 10:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;3;2;Carretilla;No se realizan domicilios;1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
60;dt;28/07/2022 13:43;Kronomedellin130@gmail.com;Kronodigital;Cll 53 #49-139;3166522884;3;Sí;2;67%;1;50%;1;50%;Ninguna de las anteriores;Sí;Venta al detalle;Tecnología ;Electrónica;No;;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;"En carreta ""zorrilla""";3;2;Carretilla;Motocicleta;3;Motocicleta;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
61;dt;28/07/2022 13:39;mariancanonico@gmail.com;Conec-t;Calle 53 49 85;3204056705;1;Sí;1;100%;1;100%;1;100%;Migrantes;Sí;Venta al detalle;Accesorios de tecnología ;Electrónica;No;;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;2;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00;"En carreta ""zorrilla""";2;1;Rampa fija;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
62;dt;28/07/2022 12:59;No aplica;Los montañeros;Kr 54 45 56;3187344920;8;Sí;2;25%;0;0%;2;100%;Madres cabeza de familia;Sí;Proveedor;De todo ;Artículos para el hogar;Interno;3;2;250;6;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;En camión, sobre la vía, En camión, sobre el andén;5;1;Carretilla;Van, Furgón;3;Van, Furgón;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
63;dt;28/07/2022 12:53;No aplica;Select group;Carrera 54 45 20;5111221;8;Sí;2;25%;0;0%;2;100%;Ninguna de las anteriores;No;Venta al detalle;Venta de ropa ;Moda y textiles;Interno;1;2;150;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;En camión, sobre la vía;5;1;Carretilla;Motocicleta;6;Motocicleta;8;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
64;dt;28/07/2022 12:41;Danielf0301@gmail.com;Elite móvil ;Cl 53 # 49 56;3017434678;5;Sí;3;60%;0;0%;0;0%;Madres cabeza de familia, Migrantes;No;Proveedor;Tecnología ;Electrónica;Interno;1;1;18;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En motocicleta, En carreta ""zorrilla"",En vehículo particular";5;1;Carretilla;"Caminata, Vehículo particular, Carreta ""zorrilla"", Transportadora";10;Caminata, Motocicleta, Vehículo particular, Transportadora;10;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
