company_name,est_address,employees,has_female_employees,female_employees,porcentaje mujeres,female_emplo_distri,women_distri_percentage,female_distri_vincu,hired_women_percentage,female_popg,female_support,economic_activity,specific_activity,main_products,warehouse,number_warehouse,warehouse_floor,warehouse_area,warehouse_height,zuap_warehouse,warehouse_municipality,warehouse_type,supply_day,supply_week,supply_schedule,supply_unloading,supply_safety_percep,supply_bic_safety_perception,warehouse_equipement,delivery_transp_mode,num_deliveries,online_trans_mode,num_online_deliveries,supply_frequency_num,econ_main,econ_sub1,econ_sub2
Transportadora trans,Cr 55 44 a08,10,Sí,1.0,0.1,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle,Servicios de transporte y distribución de mercancías,mensajeria,Interno,1.0,2.0,20.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, sobre la vía, En carreta ""zorrilla""",4,1,Ninguno,"Vehículo particular, Carreta ""zorrilla""",20,No se realizan ventas por internet,0,6,Venta al detalle,,
Danseb,Calle 46 53-37,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Ventas por internet,Confección y moda,moda y textiles,Interno,1.0,2.0,12.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En carreta ""zorrilla"", En vehículo particular",5,2,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Ventas por internet,,
Granero la 54,Carrera 54 45-43,7,No,,0.0,,,,,nan,,Venta al detalle,Producción de alimentos,productos alimenticios,Interno,2.0,1.0,160.0,5.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",4,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, sobre la vía",5,1,Carretilla,"Motocicleta, Vehículo particular",15,No se realizan ventas por internet,0,,Venta al detalle,,
Z express,Cr 54 45 47,5,No,,0.0,,,,,nan,,Venta al detalle,Servicios de transporte y distribución de mercancías,mensajeria,Interno,4.0,1.0,60.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, sobre la vía, En carreta ""zorrilla""",5,1,Carretilla,"Carreta ""zorrilla""",25,No se realizan ventas por internet,0,6,Venta al detalle,,
EVACOL,Carrera 52 45 10,5,Sí,4.0,0.8,1.0,0.25,4.0,1.0,Madres cabeza de familia,No,Fabricante,Venta de calzado,calzado,Interno,1.0,2.0,10.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,08:00 a 09:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,1,Carretilla,Vehículo particular,4,Vehículo particular,4,5,Fabricante,,
El suyo 2,Carrera 54 45 39,8,Sí,6.0,0.75,0.0,0.0,6.0,1.0,"Madres cabeza de familia, Ninguna de las anteriores",Sí,Venta al detalle,Venta de calzado,calzado,Interno,4.0,1.0,110.0,3.0,yes,Medellín,Recepción de mercancías,"Jueves, Viernes",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En camión, sobre el andén, En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,,Venta al detalle,,
dist alfa,cra 52 a 45 97,4,Sí,4.0,1.0,1.0,0.25,4.0,1.0,Madres cabeza de familia,No,Fabricante,Confección y moda,moda y textiles,Interno,1.0,2.0,10.0,2.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,15:00 a 16:00,"En motocicleta, En carreta ""zorrilla""",5,5,1,No se realizan domicilios,5,Caminata,5,5,Fabricante,,
Comercializadora nowilie,CR 55carrera 52 a 45 101,10,Sí,8.0,0.8,1.0,0.125,8.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado, Mujeres transgénero",No,Venta al detalle Bolsos,Venta de calzado Bolsos,calzado,Interno,1.0,1.0,100.0,4.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,08:00 a 09:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía",5,3,Carretilla,Motocicleta,4,Motocicleta,5,5,Venta al detalle,Bolsos,
Babalu,Carrera 52  46 68,4,Sí,3.0,0.75,1.0,0.3333333333333333,3.0,1.0,Ninguna de las anteriores,No,Fabricante,Confección y moda,moda y textiles,Interno,1.0,2.0,30.0,3.0,yes,Medellín,Recepción de mercancías,Lunes,1 vez por semana,08:00 a 09:00,"En carreta ""zorrilla""",5,5,1,Motocicleta,1,Van,2,1,Fabricante,,
El suyo 1,Cra 54a 54 21,5,Sí,2.0,0.4,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Proveedor,Venta de calzado,calzado,Interno,2.0,1.0,256.0,2.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Proveedor,,
Tableros hispanos,Cll 45a 55 104,20,Sí,7.0,0.35,0.0,0.0,7.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Maquinaria,Ferretería Maquinaria,ferreteria,Interno,1.0,1.0,250.0,5.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",4,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, sobre la vía",5,1,Ninguna,No se realizan domicilios,0,No se realizan ventas por internet,0,,Venta al detalle,Maquinaria,
Marmolizados en pvc,Kr 49 45 09,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Construcción liviana,Decoración Construcción liviana,articulos para el hogar,No,0.0,,,,,,,"Lunes, Viernes",2,"12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",4,4,Ninguno,Motocicleta,4,Motocicleta,2,2,Venta al detalle,Construcción liviana,
Tecno móvil vip,Cr 51 44 45,1,Sí,1.0,1.0,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Celulares,electronica,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",La periodicidad es quincenal,"07:00 a 08:00, 08:00 a 09:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00",En vehículo particular,5,3,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,,
Inversiones hetereo,Cra 54 46 91,20,Sí,15.0,0.75,0.0,0.0,15.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Venta de productos de belleza,cosmeticos y productos de belleza,Interno,2.0,2.0,136.0,4.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves",6 o más,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, sobre la vía",1,1,Ninguno,Motocicleta,5,No se realizan ventas por internet,0,6,Venta al detalle,,
Maderables Colombia,Kr 56b 46 20,3,No,,0.0,,,,,nan,,Venta al detalle Maderas,Carpintería Maderas,maderas,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,5,Ninguno,No se realizan domicilios,0,Cliente recoje en negocio,0,6,Venta al detalle,Maderas,
2d2,Cr 55 46 18,3,Sí,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle,Cobijas y toallas,articulos para el hogar,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En carreta ""zorrilla""",5,2,Ninguna,Motocicleta,4,No se realizan ventas por internet,0,6,Venta al detalle,,
Bodega zap,Cr 54 45 10,4,Sí,1.0,0.25,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle Venta de calzado,Confección y moda Venta de calzado,moda y textiles,Interno,1.0,1.0,10.0,3.0,yes,Medellín,Recepción de mercancías,"Jueves, Viernes",4,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,1,Carretilla,"Caminata, Motocicleta",3,No se realizan ventas por internet,0,,Venta al detalle,Venta de calzado,
Punto madera cisneros,Kr 56b 46 36,8,Sí,2.0,0.25,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle Madera seca,Carpintería Madera seca,maderas,No,0.0,,,,,,,"Lunes, Miércoles, Viernes",3,"08:00 a 09:00, 09:00 a 10:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",4,4,Carretilla,Vehículo particular,4,Vehículo particular,2,,Venta al detalle,Madera seca,
Tomodachi,Carrera 53 a 45 18,4,Sí,2.0,0.5,1.0,0.5,1.0,0.5,Madres cabeza de familia,Sí,Proveedor,Bisuteria,articulos para el hogar,"Externo, alquilado",1.0,2.0,80.0,3.0,yes,Medellín,Almacenamiento de inventarios,Lunes,La periodicidad es mensual,09:00 a 10:00,"En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,2,Carretilla,"Caminata, Motocicleta",5,No se realiza,1,1,Proveedor,,
Fcm estudios,Cra 53 45-115,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Fabricante,Confección y moda,moda y textiles,Interno,1.0,3.0,80.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00",En vehículo particular,5,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,,Fabricante,,
Cigarreria San Antonio,Cra 49 45 05,1,No,,0.0,,,,,nan,,Venta al detalle Cigarrería,Confitería Cigarrería,"cacao, chocolate y confiteria",No,0.0,,,,,,,Jueves,1 vez por semana,"08:00 a 09:00, 14:00 a 15:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En motocicleta, En carreta ""zorrilla""",4,4,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,1,Venta al detalle,Cigarrería,
A&C publicidad,Kr 45 46 51,2,No,,0.0,,,,,nan,,Venta al detalle Imprenta,Papelería Imprenta,papeleria,No,0.0,,,,,,,Lunes,2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00",En vehículo particular,3,3,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,Imprenta,
Maderables Colombia sas,CL 46 56 54,5,Sí,3.0,0.6,0.0,0.0,2.0,0.6666666666666666,Ninguna de las anteriores,Sí,Venta al detalle,Materiales insumos muebles hogar,materiales de construccion,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En carreta ""zorrilla""",3,4,"Carretilla, Rampa fija",Motocicleta,1,No se realizan ventas por internet,0,6,Venta al detalle,,
Maneras el robledal,Kr 56b 4626,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Víctimas del conflicto armado,Sí,Venta al detalle Maderas,Carpintería Maderas,maderas,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En carreta ""zorrilla""",3,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,Maderas,
La casa del retal,Kr 56b 46 28,6,Sí,2.0,0.3333333333333333,1.0,0.5,2.0,1.0,Mujeres pertenecientes a grupos étnicos,Sí,Venta al detalle Aglomerados,Carpintería Aglomerados,maderas,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, se descarga internamente, En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,5,Rampa fija,Carro particular,1,No se realizan ventas por internet,0,6,Venta al detalle,Aglomerados,
Industri de molduras el triunfo,Kra 5646 52,5,Sí,1.0,0.2,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle Madera chingale,Carpintería Madera chingale,maderas,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00",En vehículo particular,4,4,Ninguna,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,Madera chingale,
Grupomarplas,Col 48 54 73,24,Sí,21.0,0.875,0.0,0.0,10.0,0.47619047619047616,"Madres cabeza de familia, Migrantes, Víctimas del conflicto armado, Mujeres transgénero",No,Venta al detalle Decoracion,Textiles Decoracion,moda y textiles,Interno,1.0,1.0,2500.0,2.2,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",2,"09:00 a 10:00, 15:00 a 16:00","En camión, sobre la vía, En carreta ""zorrilla""",1,1,Carretilla,"Motocicleta, Furgón",3,"Motocicleta, Furgón",0,2,Venta al detalle,Decoracion,
Glam cosmetic,CL 48 54 43,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de productos de belleza,cosmeticos y productos de belleza,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00","En carreta ""zorrilla""",3,3,Carretilla,No se realizan domicilios,0,Motocicleta,6,6,Venta al detalle,,
Agro granjero sas,Kr 55 46 33,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Mascotas,productos veterinarios y mascotas,No,0.0,,,,,,,"Lunes, Martes",2,08:00 a 09:00,"En carreta ""zorrilla""",4,4,Carretilla,Caminata,3,No se realizan ventas por internet,0,2,Venta al detalle,,
Ferroline,Kr 55 46 15,6,Sí,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Venta al detalle,Ferretería,ferreteria,Interno,20.0,1.0,20.0,4.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En carreta ""zorrilla""",4,4,Carretilla,"Motocicleta, Carreta ""zorrilla""",1,No se realizan ventas por internet,0,6,Venta al detalle,,
Papelería taiwan,Kr 55 46 04,4,Sí,1.0,0.25,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Papelería,papeleria,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",3,3,Carretilla,"Motocicleta, Carreta ""zorrilla""",5,No se realizan ventas por internet,0,6,Venta al detalle,,
Finohogar,CL 48 5429,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Proveedor,Textiles,moda y textiles,Interno,10.0,1.0,15.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",4,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 18:00 a 19:00","En carreta ""zorrilla""",4,4,"Carretilla, Parqueadero de uso interno","No se realizan domicilios, Van",0,No se realizan ventas por internet,0,,Proveedor,,
Ferrelectricos cafer,CL 48 54 43 local 101,2,No,,0.0,,,,,nan,,Venta al detalle,Ferretería,ferreteria,No,0.0,,,,,,,Martes,1 vez por semana,"08:00 a 09:00, 09:00 a 10:00","En carreta ""zorrilla""",3,3,Carretilla,Caminata,0,No se realizan ventas por internet,0,1,Venta al detalle,,
Distri aliados,CL 48 54 43,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Servicios de salud,productos medicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,08:00 a 09:00,"En motocicleta, En carreta ""zorrilla""",2,2,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,5,Venta al detalle,,
Especial hogar,CL 48 54 36,5,Sí,2.0,0.4,0.0,0.0,2.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado",Sí,Venta al detalle,Textiles,moda y textiles,Interno,50.0,1.0,50.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, se descarga internamente, En carreta ""zorrilla""",1,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Distri moncho,CL 48 54 32,6,Sí,4.0,0.6666666666666666,4.0,1.0,4.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,Interno,20.0,2.0,40.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En motocicleta, En carreta ""zorrilla""",4,4,Al hombro,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Sexy Hay,Carrera 53 46-13 118,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Lencería,moda y textiles,Interno,1.0,1.0,3.0,3.0,yes,Medellín,Almacenamiento de inventarios,Lunes,2,10:00 a 11:00,"En camión, sobre la vía",1,3,Ninguno,Motocicleta,2,"Motocicleta, Van, Furgón",3,2,Venta al detalle,,
La tienda garoto,Carrera 53 46 13 105,6,Sí,3.0,0.5,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Dulceria,"cacao, chocolate y confiteria","Externo, alquilado",1.0,2.0,5.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Viernes, Sábado",1 vez por semana,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, sobre la vía, En motocicleta, En carreta ""zorrilla""",3,4,Carretilla,"Motocicleta, Van",7,Motocicleta,1,1,Venta al detalle,,
Mayorista de perfumes,Carrera 53 46 17,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Perfumería,cosmeticos y productos de belleza,No,0.0,,,,,,,Miércoles,La periodicidad es quincenal,"13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, en vías aledañas, En carreta ""zorrilla""",4,2,Ninguno,Motocicleta,3,"Van, Carreta ""zorrilla""",3,2,Venta al detalle,,
Vitrinas de lujo,Carrera 53 46 27,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Fabricante,Vitrinas,muebles de oficina,"Externo, propio",1.0,1.0,70.0,5.0,yes,Medellín,Otro ¿cuál?,Lunes,La periodicidad es quincenal,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, sobre la vía, En carreta ""zorrilla""",5,1,Ninguno,Furgón,1,Furgón,1,2,Fabricante,,
El condor,Carrera 53 46 31 114,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Pijamas,moda y textiles,Interno,1.0,1.0,5.0,5.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",1 vez por semana,"16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00",En motocicleta,3,1,Carretilla,Motocicleta,1,"Motocicleta, Van",1,1,Venta al detalle,,
Ferre Gómez la 48,CL 48 54 76,8,Sí,1.0,0.125,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Ferretería,ferreteria,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En carreta ""zorrilla""",4,4,No tiene ninguna,"No se realizan domicilios, Motocarga gasolina",10,No se realizan ventas por internet,0,6,Venta al detalle,,
La tienda del triplex,Cr 55 46 42,5,Sí,1.0,0.2,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle Madera cruda,Carpintería Madera cruda,maderas,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 12:00 a 13:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""",3,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,Madera cruda,
Mambo,Carrera 53 46 31 116,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de calzado,calzado,Interno,2.0,2.0,3.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes",La periodicidad es quincenal,09:00 a 10:00,"En carreta ""zorrilla""",3,4,Carretilla,Motocicleta,2,Motocicleta,2,2,Venta al detalle,,
Pasteles horneados,Kra 54 45a54,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado",No,Venta al detalle,Pasteles horneados,productos alimenticios,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,08:00 a 09:00,En bicicleta,5,5,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
kompradero 2,cra 53 48 04,8,Sí,5.0,0.625,2.0,0.4,2.0,0.4,Migrantes,Sí,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,20.0,3.0,yes,Medellín,Recepción de mercancías,"Lunes, Miércoles, Jueves, Viernes, Sábado",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",2,2,Carretilla,Motocicleta,1,Motocicleta,5,5,Venta al detalle,,
bello hogar,cra 54 46 90,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,8.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Jueves, Sábado",5,10:00 a 11:00,"En carreta ""zorrilla""",2,2,Carretilla,No se realizan domicilios,0,"Bicicleta normal, Carreta ""zorrilla""",0,5,Venta al detalle,,
#1 en remates,Carrera 53 #46-13,5,Sí,5.0,1.0,0.0,0.0,1.0,0.2,Madres cabeza de familia,No,Venta al detalle,Cacharros,articulos para el hogar,No,0.0,,,,,,,Miércoles,1 vez por semana,"08:00 a 09:00, 09:00 a 10:00","En carreta ""zorrilla""",5,1,Carretilla,Motocicleta,2,No se realizan ventas por internet,0,1,Venta al detalle,,
Perfumes Colombia,Carrera 53 46 17,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Perfumería,cosmeticos y productos de belleza,No,0.0,,,,,,,Lunes,1 vez por semana,10:00 a 11:00,En motocicleta,3,3,Ninguno,Motocicleta,4,No se realizan ventas por internet,0,1,Venta al detalle,,
Ronal sport,Carrera 53#46-31 116,2,No,,0.0,,,,,nan,,Venta al detalle,Ropa,moda y textiles,No,0.0,,,,,,,Martes,2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00",En vehículo particular,3,2,No,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,,
