id,db,Marca temporal,Nombre de la empresa,Dirección de la empresa,Teléfono de contacto,Por favor indique el número de colaboradores que tiene su empresa o comercio,¿En su empresa o comercio cuentan con colaboradoras mujeres?,Por favor indique el número de mujeres que trabajan en su empresa o comercio,Porcentaje mujeres,"De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?",% mujeres en la distribución,De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?,% mujeres vinculadas,"Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:",¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?,"Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:",De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:,Productos principales,¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?,¿Con cuántos espacios de bodega cuenta?,¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?,"Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:","Por favor, indique la altura en metros de la bodega que sirve a su comercio:",¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?,¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?,"Por favor, indique el tipo de bodega con la que cuenta:","Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:",¿Cuántas veces por semana abastece su establecimiento?,"Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:","Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?",¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?,¿Qué medio realiza para el envío de sus artículos a domicilio?,¿Cuántos domicilios realiza a diario su establecimiento?,¿Qué medio realiza para el envío de sus ventas por internet?,¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?,Ir al fin de la encuesta.,"De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:",¿El origen de la mercancía que transporta es el Valle de Aburrá?,"Por favor, indique el municipio:","Por favor, indique cuántas entregas hace en el centro de Medellín al día:","Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:",¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?,Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:,"Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante]","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?","¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?","¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?",¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?,¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?,"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?",¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?,¿Qué actividades se realizan?,¿Cuántas veces por semana se realizan actividades para promover la actividad física?,¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?,establishment_type_clean
31,dt,2022-05-16 16:55:49.020,Soficafe,CRA 53 45 115,buriticamargarita38@gmail.com,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Migrantes,Sí,Venta al detalle,Cafetería,Café,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"10:00 a 11:00, 17:00 a 18:00",En vehículo particular,5,5,"Carretilla, Na",Caminata,5,Caminata,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,dt,2022-05-16 17:18:03.942,Sportline108,Calle 46 53 39 local #108,3215441721,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,Moda y textiles,No,0.0,,,,,,,Miércoles,2,08:00 a 09:00,"En camión, sobre la vía",5,5,1,1,1,"Caminata, Van",5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,dt,2022-05-16 17:30:15.496,Harifontex,Carrera 53a 45 124,3023364253,6,Sí,3.0,0.5,1.0,0.3333333333333333,3.0,1.0,Madres cabeza de familia,Sí,Fabricante,Lencería,Moda y textiles,"Externo, alquilado",1.0,1.0,40.0,10.0,No,La Estrella,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"07:00 a 08:00, 08:00 a 09:00","En camión, se descarga internamente",5,1,Carretilla,Furgón,1,Mostrador,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,dt,2022-05-17 10:51:35.651,Comercializadora velcla,CL 48 54 43,3205666388,3,Sí,3.0,1.0,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Aseo personal y belleza,Cosméticos y productos de belleza,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,4,Carretilla,Motocicleta,3,No se realizan ventas por internet,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,dt,2022-05-18 12:13:44.266,Envientrega de Colombia SAS,Calle 48 # 54 10,3147971110,8,Sí,2.0,0.25,2.0,1.0,2.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle correos ventas en línea Servicios de transporte y distribución de mercancías,Mensajería correos ventas en línea Servicios de transporte y distribución de mercancías,Mensajería,Interno,1.0,1.0,60.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",5,1,Carretilla,"Van, Furgón, Carreta ""zorrilla""",32,No se realizan ventas por internet,32,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,dt,2022-05-17 11:14:54.720,Cafetería y restaurante de Oriente,CRA 53 45 18,3207446360,4,Sí,3.0,0.75,3.0,1.0,1.0,0.3333333333333333,Ninguna de las anteriores,Sí,Proveedor,Restaurante,Restauración,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En carreta ""zorrilla""",5,5,1,Caminata,10,1,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,dt,2022-05-18 15:59:26.978,Ranger,Calle 51 # 53- 25,2310224,20,Sí,7.0,0.35,0.0,0.0,7.0,1.0,Madres cabeza de familia,No,Fabricante,Colchoneria,Artículos para el hogar,Interno,1.0,1.0,10.0,2.2,Sí,Medellín,Recepción de mercancías,"Lunes, Jueves",2,08:00 a 09:00,"En camión, sobre la vía",4,1,Carretilla,Vehículo particular,5,No se realizan ventas por internet,3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,dt,2022-05-26 09:56:30.291,Cafetería y restaurante de Oriente,CRA 53 45 18,3207446360,4,Sí,3.0,0.75,1.0,0.3333333333333333,1.0,0.3333333333333333,Madres cabeza de familia,No,Proveedor,Restaurante,Restauración,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 17:00 a 18:00","En carreta ""zorrilla""",5,5,"Carretilla, No",Caminata,15,No se realizan ventas por internet,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,dt,2022-05-17 12:00:31.240,Cacharreria milenio,CRA 53 45 96,514 3638,39,Sí,15.0,0.38461538461538464,1.0,0.06666666666666667,15.0,1.0,Madres cabeza de familia,Sí,Proveedor Elementos misceláneos,Electrodomésticos y hogar Elementos misceláneos,Electrodomésticos,Interno,1.0,4.0,100.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 11:00 a 12:00","En camión, se descarga internamente",5,1,"Carretilla, Elevador",No se realizan domicilios,1,Caminata,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,dt,2022-05-26 10:05:47.473,Andrés seprum,CRA 53 45 54,3014932370,2,Sí,2.0,1.0,1.0,0.5,1.0,0.5,Madres cabeza de familia,No,Venta al detalle,Confección y moda,Moda y textiles,Interno,1.0,1.0,40.0,4.0,Sí,Medellín,Recepción de mercancías,Lunes,2,"08:00 a 09:00, 19:00 a 20:00","En camión, se descarga internamente",5,2,Carretilla,Caminata,2,No se realizan ventas por internet,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,dt,2022-05-17 15:52:40.382,Cacharreria Maturín,CRA 53 A 45 114,6045114631,6,Sí,3.0,0.5,1.0,0.3333333333333333,2.0,0.6666666666666666,Madres cabeza de familia,No,Venta al detalle,Cacharreria,Artículos para el hogar,Interno,1.0,1.0,30.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"08:00 a 09:00, 18:00 a 19:00","En camión, se descarga internamente, En motocicleta, En bicicleta, En carreta ""zorrilla"", En vehículo particular",5,5,Carretilla,"Motocicleta, Furgón, Carreta ""zorrilla""",2,"Motocicleta, Carreta ""zorrilla""",1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,dt,2022-05-17 16:22:25.114,Todo util,Carrera 53 45 108,4488092,3,Sí,2.0,0.6666666666666666,1.0,0.5,1.0,0.5,Ninguna de las anteriores,No,Venta al detalle,Papelería,Papelería,Interno,1.0,1.0,15.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"08:00 a 09:00, 16:00 a 17:00","En camión, se descarga internamente, En motocicleta, En bicicleta, En carreta ""zorrilla""",5,1,Carretilla,"Motocicleta, Vehículo particular, Van",8,"Motocicleta, Vehículo particular, Van, Furgón",4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,dt,2022-05-18 10:11:02.590,Punto de la camiseta,Carrera 53 a #45 124,3128663995,2,Sí,2.0,1.0,1.0,0.5,2.0,1.0,Ninguna de las anteriores,No,Fabricante,Confección y moda,Moda y textiles,Interno,1.0,1.0,5.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Jueves",2,"08:00 a 09:00, 17:00 a 18:00","En camión, sobre la vía",5,1,1,Van,1,1,10,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,dt,2022-05-18 10:21:32.362,MP tecnología,Carrera 53 A 45 124,3026140002,2,Sí,1.0,0.5,1.0,1.0,1.0,1.0,Ninguna de las anteriores,No,Proveedor,Tecnología,Electrónica,"Externo, alquilado",1.0,2.0,20.0,3.0,Sí,Medellín,Recepción de mercancías,Miércoles,4,"07:00 a 08:00, 18:00 a 19:00","En carreta ""zorrilla""",5,5,"Carretilla, 1",Motocicleta,4,Motocicleta,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,dt,2022-05-18 10:53:34.936,Consuelo,Calle 46 52a 23,2317817,2,Sí,2.0,1.0,1.0,0.5,2.0,1.0,Madres cabeza de familia,No,Fabricante,Confección y moda,Moda y textiles,Interno,1.0,1.0,20.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 18:00 a 19:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,1,1,Caminata,1,Caminata,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,dt,2022-05-26 10:14:07.413,Miller Jiménez,Carrera 53 45 _54,3007595744,4,Sí,1.0,0.25,1.0,1.0,1.0,1.0,Madres cabeza de familia,No,Proveedor,Calzado,Calzado,Interno,1.0,1.0,40.0,4.0,Sí,Medellín,Recepción de mercancías,Lunes,2,"05:00 a 06:00, 17:00 a 18:00","En carreta ""zorrilla""",5,5,Carretilla,"Caminata, Carreta ""zorrilla""",3,No se realizan ventas por internet,3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,dt,2022-05-18 08:32:29.191,Venus,Cll 44 a 54-36,3205392363,3,No,,0.0,,,,,,,Venta al detalle Carpintería,Recolección de residuos Carpintería,Reciclaje y residuos,Interno,2.0,1.0,130.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Jueves, Viernes",4,"08:00 a 09:00, 09:00 a 10:00",En vehículo particular,5,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,dt,2022-05-18 11:33:44.238,Ángel jeans,Calle 45 52 a 44,2317817,2,Sí,2.0,1.0,1.0,0.5,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Confección y moda,Moda y textiles,Interno,1.0,2.0,10.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Lunes,1 vez por semana,08:00 a 09:00,"En camión, sobre la vía",5,1,Camina,Caminata,3,Caminata,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,dt,2022-05-18 11:47:22.380,Juegos y juguetes,Calle 45 52 a 44,3136562806,3,Sí,3.0,1.0,1.0,0.3333333333333333,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Juguetes,Juguetería y elementos deportivos,No,0.0,,,,,,,Martes,1 vez por semana,09:00 a 10:00,"En camión, sobre la vía",5,1,Carretilla,Caminata,4,No,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,dt,2022-05-18 11:59:43.085,La gran piñata,Calle 45 52 a 32,3217279425,11,Sí,6.0,0.5454545454545454,1.0,0.16666666666666666,6.0,1.0,Madres cabeza de familia,No,Proveedor,Piñateria,Juguetería y elementos deportivos,Interno,1.0,2.0,120.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",5,08:00 a 09:00,"En carreta ""zorrilla""",5,2,Rampa mecánica,Motocicleta,6,Motocicleta,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,dt,2022-05-18 12:08:07.464,Santa Rosa,CRA 53 A 45 03,3106301516,11,Sí,5.0,0.45454545454545453,1.0,0.2,5.0,1.0,"Madres cabeza de familia, Migrantes",No,Fabricante,Restaurante,Restauración,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,08:00 a 09:00,"En camión, sobre la vía",5,1,Carretilla,No se realizan domicilios,1,No,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,dt,2022-05-18 08:44:18.488,Cajas y empaques,Cll 44a 54 42,3007228692,2,No,,0.0,,,,,,,Venta al detalle Venta y compra de carton,Recolección de residuos Venta y compra de carton,Reciclaje y residuos,Interno,3.0,1.0,150.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En carreta ""zorrilla""",5,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,dt,2022-05-18 12:31:53.421,Surticamiseta,Carrera 52a 45 95,5128403,3,Sí,2.0,0.6666666666666666,1.0,0.5,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Confección y moda,Moda y textiles,No,0.0,,,,,,,Lunes,2,"08:00 a 09:00, 18:00 a 19:00","En camión, sobre la vía",5,5,Carretilla,Motocicleta,1,Motocicleta,4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,dt,2022-05-18 08:51:09.548,Transportadora trans,Cr 55 44 a08,3142287532,10,Sí,1.0,0.1,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle,Servicios de transporte y distribución de mercancías,Mensajería,Interno,1.0,2.0,20.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, sobre la vía, En carreta ""zorrilla""",4,1,Ninguno,"Vehículo particular, Carreta ""zorrilla""",20,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,dt,2022-05-18 09:14:13.022,Danseb,Calle 46 53-37,3196498381,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Ventas por internet,Confección y moda,Moda y textiles,Interno,1.0,2.0,12.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En carreta ""zorrilla"", En vehículo particular",5,2,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,dt,2022-05-18 09:25:39.855,Granero la 54,Carrera 54 45-43,3583870,7,No,,0.0,,,,,,,Venta al detalle,Producción de alimentos,Productos alimenticios,Interno,2.0,1.0,160.0,5.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",4,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, sobre la vía",5,1,Carretilla,"Motocicleta, Vehículo particular",15,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,dt,2022-05-18 09:30:53.303,Z express,Cr 54 45 47,4441339,5,No,,0.0,,,,,,,Venta al detalle,Servicios de transporte y distribución de mercancías,Mensajería,Interno,4.0,1.0,60.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En camión, sobre la vía, En carreta ""zorrilla""",5,1,Carretilla,"Carreta ""zorrilla""",25,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,dt,2022-05-19 10:41:25.007,EVACOL,Carrera 52 45 10,3226951684,5,Sí,4.0,0.8,1.0,0.25,4.0,1.0,Madres cabeza de familia,No,Fabricante,Venta de calzado,Calzado,Interno,1.0,2.0,10.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,08:00 a 09:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,1,Carretilla,Vehículo particular,4,Vehículo particular,4,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,dt,2022-05-19 11:47:23.970,El suyo 2,Carrera 54 45 39,3113861271,8,Sí,6.0,0.75,0.0,0.0,6.0,1.0,"Madres cabeza de familia, Ninguna de las anteriores",Sí,Venta al detalle,Venta de calzado,Calzado,Interno,4.0,1.0,110.0,3.0,Sí,Medellín,Recepción de mercancías,"Jueves, Viernes",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00","En camión, sobre el andén, En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,dt,2022-05-19 09:35:15.688,dist alfa,cra 52 a 45 97,3053035918,4,Sí,4.0,1.0,1.0,0.25,4.0,1.0,Madres cabeza de familia,No,Fabricante,Confección y moda,Moda y textiles,Interno,1.0,2.0,10.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",5,15:00 a 16:00,"En motocicleta, En carreta ""zorrilla""",5,5,1,No se realizan domicilios,5,Caminata,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,dt,2022-05-19 09:59:34.859,Comercializadora nowilie,CR 55carrera 52 a 45 101,3128745703,10,Sí,8.0,0.8,1.0,0.125,8.0,1.0,"Madres cabeza de familia, Víctimas del conflicto armado, Mujeres transgénero",No,Venta al detalle Bolsos,Venta de calzado Bolsos,Calzado,Interno,1.0,1.0,100.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",5,08:00 a 09:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, sobre la vía",5,3,Carretilla,Motocicleta,4,Motocicleta,5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,dt,2022-05-19 11:41:24.105,Babalu,Carrera 52  46 68,6045156285,4,Sí,3.0,0.75,1.0,0.3333333333333333,3.0,1.0,Ninguna de las anteriores,No,Fabricante,Confección y moda,Moda y textiles,Interno,1.0,2.0,30.0,3.0,Sí,Medellín,Recepción de mercancías,Lunes,1 vez por semana,08:00 a 09:00,"En carreta ""zorrilla""",5,5,1,Motocicleta,1,Van,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,dt,2022-05-20 09:36:01.759,El suyo 1,Cra 54a 54 21,5120746,5,Sí,2.0,0.4,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Proveedor,Venta de calzado,Calzado,Interno,2.0,1.0,256.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, sobre la vía",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,dt,2022-05-18 10:19:53.724,Tableros hispanos,Cll 45a 55 104,3107263836,20,Sí,7.0,0.35,0.0,0.0,7.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Maquinaria,Ferretería Maquinaria,Ferretería,Interno,1.0,1.0,250.0,5.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",4,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00","En camión, sobre la vía",5,1,Ninguna,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,dt,2022-05-19 13:04:52.850,Marmolizados en pvc,Kr 49 45 09,3002024515,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Construcción liviana,Decoración Construcción liviana,Artículos para el hogar,No,0.0,,,,,,,"Lunes, Viernes",2,"12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",4,4,Ninguno,Motocicleta,4,Motocicleta,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,dt,2022-05-19 12:36:14.248,Tecno móvil vip,Cr 51 44 45,3045364900,1,Sí,1.0,1.0,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Celulares,Electrónica,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",La periodicidad es quincenal,"07:00 a 08:00, 08:00 a 09:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00",En vehículo particular,5,3,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,dt,2022-05-20 09:56:47.657,Inversiones hetereo,Cra 54 46 91,5127794,20,Sí,15.0,0.75,0.0,0.0,15.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Venta de productos de belleza,Cosméticos y productos de belleza,Interno,2.0,2.0,136.0,4.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves",6 o más,"06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, sobre la vía",1,1,Ninguno,Motocicleta,5,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,dt,2022-05-19 11:10:26.182,Maderables Colombia,Kr 56b 46 20,3017283869,3,No,,0.0,,,,,,,Venta al detalle Maderas,Carpintería Maderas,Maderas,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,5,Ninguno,No se realizan domicilios,0,Cliente recoje en negocio,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,dt,2022-05-20 10:27:04.385,2d2,Cr 55 46 18,3147084171,3,Sí,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle,Cobijas y toallas,Artículos para el hogar,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En carreta ""zorrilla""",5,2,Ninguna,Motocicleta,4,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
